@timestamp,event.category,event.action,source.ip,source.port,destination.ip,destination.port,user.name,container.image.name,message,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
"Mar 5, 2025 @ 21:21:54.506",database,db_error,172.16.5.94,53195,10.10.12.9,3389,j.smith,local/auth-service:latest,db error | source.ip=172.16.5.94 | destination.ip=10.10.12.9 | destination.port=3389 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 06:37:52.806",process,file_write,203.0.113.217,20334,10.10.12.31,9300,j.smith,docker.elastic.co/kibana/kibana:8.12.0,file write | source.ip=203.0.113.217 | destination.ip=10.10.12.31 | destination.port=9300 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 10:50:21.649",authentication,user_login,10.10.20.218,55664,198.51.100.198,3389,admin,local/nginx:latest,user login | source.ip=10.10.20.218 | destination.ip=198.51.100.198 | destination.port=3389 | event.outcome=success | user.name=admin,,,,,,
"Mar 6, 2025 @ 09:04:02.704",authentication,sudo_attempt,172.16.5.30,53363,198.51.100.41,5601,svc-vpn,local/auth-service:latest,sudo attempt | source.ip=172.16.5.30 | destination.ip=198.51.100.41 | destination.port=5601 | event.outcome=success | user.name=svc-vpn,,,,,,
"Mar 5, 2025 @ 22:16:45.005",database,db_error,192.0.2.245,61122,10.10.20.219,3389,m.rahman,local/nginx:latest,db error | source.ip=192.0.2.245 | destination.ip=10.10.20.219 | destination.port=3389 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 15:33:22.359",authentication,user_login,172.16.5.142,34713,192.0.2.67,53,,local/nginx:latest,user login | source.ip=172.16.5.142 | destination.ip=192.0.2.67 | destination.port=53 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 14:02:58.978",authentication,ssh_login,203.0.113.78,63292,203.0.113.217,5044,vpn-user01,local/postgres:latest,ssh login | source.ip=203.0.113.78 | destination.ip=203.0.113.217 | destination.port=5044 | event.outcome=failure | user.name=vpn-user01,,,,,,
"Mar 5, 2025 @ 23:34:30.273",authentication,user_login,203.0.113.20,38202,203.0.113.103,3389,root,docker.elastic.co/kibana/kibana:8.12.0,user login | source.ip=203.0.113.20 | destination.ip=203.0.113.103 | destination.port=3389 | event.outcome=failure | user.name=root,,,,,,
"Mar 5, 2025 @ 21:46:59.836",process,shell_command,192.168.1.5,48680,172.16.5.242,80,admin,local/logstash:latest,shell command | source.ip=192.168.1.5 | destination.ip=172.16.5.242 | destination.port=80 | event.outcome=success | user.name=admin,,,,,,
"Mar 5, 2025 @ 23:29:35.373",database,db_login,172.16.5.206,53898,10.10.20.63,80,j.smith,local/logstash:latest,db login | source.ip=172.16.5.206 | destination.ip=10.10.20.63 | destination.port=80 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 11:47:55.684",web,sql_injection_pattern,198.51.100.50,42030,203.0.113.70,53,svc-vpn,docker.elastic.co/kibana/kibana:8.12.0,sql injection pattern | source.ip=198.51.100.50 | destination.ip=203.0.113.70 | destination.port=53 | event.outcome=unknown | user.name=svc-vpn | url.path=/app/discover,,,,,,
"Mar 6, 2025 @ 03:12:27.256",network,connection_attempt,10.10.12.97,53403,192.168.1.224,5044,m.rahman,local/nginx:latest,connection attempt | source.ip=10.10.12.97 | destination.ip=192.168.1.224 | destination.port=5044 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 6, 2025 @ 00:37:23.890",authentication,user_logout,198.51.100.127,33625,192.168.1.35,5044,guest,local/postgres:latest,user logout | source.ip=198.51.100.127 | destination.ip=192.168.1.35 | destination.port=5044 | event.outcome=unknown | user.name=guest,,,,,,
"Mar 6, 2025 @ 02:08:34.248",network,port_scan_detected,10.10.12.100,30947,10.10.20.26,80,admin,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,port scan detected | source.ip=10.10.12.100 | destination.ip=10.10.20.26 | destination.port=80 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 5, 2025 @ 23:15:27.738",network,connection_denied,10.10.12.134,6416,172.16.5.216,5044,kibana_system,local/postgres:latest,connection denied | source.ip=10.10.12.134 | destination.ip=172.16.5.216 | destination.port=5044 | event.outcome=success | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 22:23:40.515",network,dns_query,10.10.12.55,50753,10.10.20.141,443,guest,local/nginx:latest,dns query | source.ip=10.10.12.55 | destination.ip=10.10.20.141 | destination.port=443 | event.outcome=failure | user.name=guest,,,,,,
"Mar 6, 2025 @ 04:52:27.607",process,process_started,10.10.12.160,46646,198.51.100.147,5044,j.smith,local/nginx:latest,process started | source.ip=10.10.12.160 | destination.ip=198.51.100.147 | destination.port=5044 | event.outcome=failure | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 21:37:40.616",network,connection_denied,10.10.12.186,55753,198.51.100.210,22,guest,local/logstash:latest,connection denied | source.ip=10.10.12.186 | destination.ip=198.51.100.210 | destination.port=22 | event.outcome=failure | user.name=guest,,,,,,
"Mar 5, 2025 @ 23:03:40.246",network,connection_denied,192.0.2.187,3812,10.10.20.5,80,vpn-user01,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,connection denied | source.ip=192.0.2.187 | destination.ip=10.10.20.5 | destination.port=80 | event.outcome=unknown | user.name=vpn-user01,,,,,,
"Mar 6, 2025 @ 08:01:32.420",network,connection_denied,192.0.2.39,54974,192.168.1.41,5432,svc-backup,docker.elastic.co/kibana/kibana:8.12.0,connection denied | source.ip=192.0.2.39 | destination.ip=192.168.1.41 | destination.port=5432 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 6, 2025 @ 06:37:41.707",process,file_write,192.0.2.41,43306,10.10.20.90,5432,guest,local/postgres:latest,file write | source.ip=192.0.2.41 | destination.ip=10.10.20.90 | destination.port=5432 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 14:09:43.508",database,large_export,203.0.113.232,2986,198.51.100.146,5601,vpn-user01,local/logstash:latest,large export | source.ip=203.0.113.232 | destination.ip=198.51.100.146 | destination.port=5601 | event.outcome=failure | user.name=vpn-user01,,,,,,
"Mar 5, 2025 @ 23:32:41.258",web,sql_injection_pattern,203.0.113.104,35432,192.168.1.31,5601,root,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,sql injection pattern | source.ip=203.0.113.104 | destination.ip=192.168.1.31 | destination.port=5601 | event.outcome=failure | user.name=root | url.path=/api/status,,,,,,
"Mar 6, 2025 @ 09:25:37.638",network,connection_denied,10.10.12.188,26754,203.0.113.171,5432,elastic,local/nginx:latest,connection denied | source.ip=10.10.12.188 | destination.ip=203.0.113.171 | destination.port=5432 | event.outcome=success | user.name=elastic,,,,,,
"Mar 5, 2025 @ 20:01:53.595",database,db_login,172.16.5.156,60195,10.10.12.70,3306,admin,docker.elastic.co/kibana/kibana:8.12.0,db login | source.ip=172.16.5.156 | destination.ip=10.10.12.70 | destination.port=3306 | event.outcome=success | user.name=admin,,,,,,
"Mar 6, 2025 @ 09:58:42.505",process,file_write,198.51.100.99,36949,10.10.12.253,53,svc-vpn,local/nginx:latest,file write | source.ip=198.51.100.99 | destination.ip=10.10.12.253 | destination.port=53 | event.outcome=failure | user.name=svc-vpn,,,,,,
"Mar 5, 2025 @ 18:48:43.384",network,connection_denied,10.10.20.193,3007,203.0.113.133,5432,j.smith,docker.elastic.co/kibana/kibana:8.12.0,connection denied | source.ip=10.10.20.193 | destination.ip=203.0.113.133 | destination.port=5432 | event.outcome=failure | user.name=j.smith,,,,,,
"Mar 5, 2025 @ 21:45:30.030",web,http_404,10.10.20.72,23990,203.0.113.72,3389,admin,local/postgres:latest,http 404 | source.ip=10.10.20.72 | destination.ip=203.0.113.72 | destination.port=3389 | event.outcome=failure | user.name=admin | url.path=/api/status,,,,,,
"Mar 6, 2025 @ 12:44:54.287",database,db_login,10.10.12.197,51729,198.51.100.173,3389,,local/nginx:latest,db login | source.ip=10.10.12.197 | destination.ip=198.51.100.173 | destination.port=3389 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 20:31:51.718",network,connection_denied,203.0.113.242,46857,203.0.113.175,5044,vpn-user01,local/postgres:latest,connection denied | source.ip=203.0.113.242 | destination.ip=203.0.113.175 | destination.port=5044 | event.outcome=unknown | user.name=vpn-user01,,,,,,
"Mar 5, 2025 @ 23:36:51.482",network,dns_query,203.0.113.229,30759,10.10.20.84,9200,vpn-user01,local/logstash:latest,dns query | source.ip=203.0.113.229 | destination.ip=10.10.20.84 | destination.port=9200 | event.outcome=success | user.name=vpn-user01,,,,,,
"Mar 5, 2025 @ 22:50:23.667",database,db_login,10.10.12.45,37569,198.51.100.153,22,kibana_system,local/nginx:latest,db login | source.ip=10.10.12.45 | destination.ip=198.51.100.153 | destination.port=22 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 21:17:06.806",web,http_404,198.51.100.38,23317,172.16.5.76,80,svc-backup,local/nginx:latest,http 404 | source.ip=198.51.100.38 | destination.ip=172.16.5.76 | destination.port=80 | event.outcome=success | user.name=svc-backup | url.path=/admin,,,,,,
"Mar 5, 2025 @ 20:31:33.442",process,process_started,192.168.1.196,9481,198.51.100.66,443,elastic,local/logstash:latest,process started | source.ip=192.168.1.196 | destination.ip=198.51.100.66 | destination.port=443 | event.outcome=failure | user.name=elastic,,,,,,
"Mar 5, 2025 @ 20:18:17.394",authentication,failed_login,172.16.5.61,34227,203.0.113.40,5601,elastic,local/nginx:latest,failed login | source.ip=172.16.5.61 | destination.ip=203.0.113.40 | destination.port=5601 | event.outcome=unknown | user.name=elastic,,,,,,
"Mar 6, 2025 @ 05:41:42.755",process,file_write,172.16.5.219,22848,198.51.100.32,5044,guest,local/logstash:latest,file write | source.ip=172.16.5.219 | destination.ip=198.51.100.32 | destination.port=5044 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 17:38:48.210",web,sql_injection_pattern,10.10.12.149,33949,192.0.2.133,443,j.smith,local/nginx:latest,sql injection pattern | source.ip=10.10.12.149 | destination.ip=192.0.2.133 | destination.port=443 | event.outcome=success | user.name=j.smith | url.path=/../../etc/passwd,,,,,,
"Mar 6, 2025 @ 13:06:17.905",database,db_error,10.10.12.141,38984,198.51.100.251,53,kibana_system,local/logstash:latest,db error | source.ip=10.10.12.141 | destination.ip=198.51.100.251 | destination.port=53 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 10:43:13.569",database,db_query,198.51.100.185,45163,198.51.100.136,22,m.rahman,local/nginx:latest,db query | source.ip=198.51.100.185 | destination.ip=198.51.100.136 | destination.port=22 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 18:53:17.093",database,db_login,192.0.2.82,34904,10.10.12.6,9300,m.rahman,local/auth-service:latest,db login | source.ip=192.0.2.82 | destination.ip=10.10.12.6 | destination.port=9300 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 6, 2025 @ 00:26:43.912",database,db_login,203.0.113.223,26524,172.16.5.31,5601,elastic,local/auth-service:latest,db login | source.ip=203.0.113.223 | destination.ip=172.16.5.31 | destination.port=5601 | event.outcome=unknown | user.name=elastic,,,,,,
"Mar 6, 2025 @ 00:13:53.679",process,process_started,10.10.12.197,19501,10.10.12.198,53,j.smith,local/logstash:latest,process started | source.ip=10.10.12.197 | destination.ip=10.10.12.198 | destination.port=53 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 05:22:06.321",process,process_ended,192.0.2.75,19956,198.51.100.150,3306,kibana_system,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,process ended | source.ip=192.0.2.75 | destination.ip=198.51.100.150 | destination.port=3306 | event.outcome=success | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 11:46:42.798",network,connection_attempt,172.16.5.166,49049,10.10.20.187,5432,admin,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,connection attempt | source.ip=172.16.5.166 | destination.ip=10.10.20.187 | destination.port=5432 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 6, 2025 @ 08:22:32.935",authentication,sudo_attempt,192.0.2.243,55118,10.10.20.67,53,admin,local/logstash:latest,sudo attempt | source.ip=192.0.2.243 | destination.ip=10.10.20.67 | destination.port=53 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 6, 2025 @ 09:18:43.601",authentication,ssh_login,192.168.1.50,58437,192.0.2.78,22,svc-backup,docker.elastic.co/kibana/kibana:8.12.0,ssh login | source.ip=192.168.1.50 | destination.ip=192.0.2.78 | destination.port=22 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 6, 2025 @ 11:39:55.605",process,file_write,10.10.20.184,9316,10.10.12.128,5601,kibana_system,docker.elastic.co/kibana/kibana:8.12.0,file write | source.ip=10.10.20.184 | destination.ip=10.10.12.128 | destination.port=5601 | event.outcome=unknown | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 03:44:11.729",network,dns_query,203.0.113.178,7995,198.51.100.80,5601,,local/auth-service:latest,dns query | source.ip=203.0.113.178 | destination.ip=198.51.100.80 | destination.port=5601 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 20:51:14.302",web,directory_traversal_pattern,10.10.12.253,61790,10.10.20.109,9300,guest,local/logstash:latest,directory traversal pattern | source.ip=10.10.12.253 | destination.ip=10.10.20.109 | destination.port=9300 | event.outcome=failure | user.name=guest | url.path=/login,,,,,,
"Mar 5, 2025 @ 17:13:12.299",process,process_started,192.168.1.75,62193,203.0.113.118,5432,guest,local/auth-service:latest,process started | source.ip=192.168.1.75 | destination.ip=203.0.113.118 | destination.port=5432 | event.outcome=success | user.name=guest,,,,,,
"Mar 6, 2025 @ 02:33:46.250",web,directory_traversal_pattern,10.10.20.130,60368,10.10.20.121,5432,m.rahman,docker.elastic.co/kibana/kibana:8.12.0,directory traversal pattern | source.ip=10.10.20.130 | destination.ip=10.10.20.121 | destination.port=5432 | event.outcome=success | user.name=m.rahman | url.path=/,,,,,,
"Mar 6, 2025 @ 02:20:23.002",network,connection_attempt,192.0.2.34,11654,10.10.12.52,5432,guest,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,connection attempt | source.ip=192.0.2.34 | destination.ip=10.10.12.52 | destination.port=5432 | event.outcome=success | user.name=guest,,,,,,
"Mar 5, 2025 @ 20:58:08.092",database,db_error,172.16.5.12,19263,10.10.12.35,3306,guest,local/auth-service:latest,db error | source.ip=172.16.5.12 | destination.ip=10.10.12.35 | destination.port=3306 | event.outcome=unknown | user.name=guest,,,,,,
"Mar 6, 2025 @ 07:39:28.690",network,connection_denied,10.10.20.38,32259,10.10.12.36,5432,elastic,local/auth-service:latest,connection denied | source.ip=10.10.20.38 | destination.ip=10.10.12.36 | destination.port=5432 | event.outcome=unknown | user.name=elastic,,,,,,
"Mar 6, 2025 @ 10:27:32.451",database,db_login,192.168.1.233,6342,198.51.100.98,9300,admin,local/postgres:latest,db login | source.ip=192.168.1.233 | destination.ip=198.51.100.98 | destination.port=9300 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 5, 2025 @ 18:17:15.374",authentication,user_login,10.10.12.184,23623,172.16.5.107,5601,j.smith,local/logstash:latest,user login | source.ip=10.10.12.184 | destination.ip=172.16.5.107 | destination.port=5601 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 09:33:43.958",authentication,ssh_login,10.10.20.234,34794,192.168.1.244,22,kibana_system,local/logstash:latest,ssh login | source.ip=10.10.20.234 | destination.ip=192.168.1.244 | destination.port=22 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 05:51:51.483",process,shell_command,203.0.113.155,44059,203.0.113.186,5044,m.rahman,local/postgres:latest,shell command | source.ip=203.0.113.155 | destination.ip=203.0.113.186 | destination.port=5044 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 16:01:30.629",network,connection_denied,10.10.12.79,16891,10.10.12.246,3306,guest,local/nginx:latest,connection denied | source.ip=10.10.12.79 | destination.ip=10.10.12.246 | destination.port=3306 | event.outcome=unknown | user.name=guest,,,,,,
"Mar 6, 2025 @ 06:49:15.324",web,http_request,203.0.113.194,52516,198.51.100.130,22,elastic,local/logstash:latest,http request | source.ip=203.0.113.194 | destination.ip=198.51.100.130 | destination.port=22 | event.outcome=unknown | user.name=elastic | url.path=/login,,,,,,
"Mar 6, 2025 @ 05:08:16.730",authentication,user_logout,192.0.2.229,33265,192.0.2.166,5044,svc-backup,docker.elastic.co/kibana/kibana:8.12.0,user logout | source.ip=192.0.2.229 | destination.ip=192.0.2.166 | destination.port=5044 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 6, 2025 @ 06:29:08.252",network,dns_query,192.0.2.144,39729,172.16.5.192,443,,local/logstash:latest,dns query | source.ip=192.0.2.144 | destination.ip=172.16.5.192 | destination.port=443 | event.outcome=unknown,,,,,,
"Mar 6, 2025 @ 09:57:29.695",network,port_scan_detected,192.0.2.22,9011,192.0.2.90,3306,root,docker.elastic.co/kibana/kibana:8.12.0,port scan detected | source.ip=192.0.2.22 | destination.ip=192.0.2.90 | destination.port=3306 | event.outcome=failure | user.name=root,,,,,,
"Mar 5, 2025 @ 15:10:06.278",network,connection_denied,10.10.20.72,9605,10.10.20.173,5432,kibana_system,local/nginx:latest,connection denied | source.ip=10.10.20.72 | destination.ip=10.10.20.173 | destination.port=5432 | event.outcome=success | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 13:46:12.112",authentication,ssh_login,10.10.20.2,6289,198.51.100.103,9300,svc-backup,local/postgres:latest,ssh login | source.ip=10.10.20.2 | destination.ip=198.51.100.103 | destination.port=9300 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 20:03:26.239",authentication,user_login,172.16.5.120,21814,192.0.2.69,5044,kibana_system,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,user login | source.ip=172.16.5.120 | destination.ip=192.0.2.69 | destination.port=5044 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 07:49:36.370",network,dns_query,192.0.2.161,20538,172.16.5.26,443,svc-vpn,local/auth-service:latest,dns query | source.ip=192.0.2.161 | destination.ip=172.16.5.26 | destination.port=443 | event.outcome=failure | user.name=svc-vpn,,,,,,
"Mar 5, 2025 @ 17:19:45.625",network,dns_query,10.10.20.56,39107,203.0.113.207,5432,vpn-user01,local/postgres:latest,dns query | source.ip=10.10.20.56 | destination.ip=203.0.113.207 | destination.port=5432 | event.outcome=success | user.name=vpn-user01,,,,,,
"Mar 5, 2025 @ 20:20:30.152",web,sql_injection_pattern,192.0.2.120,65324,198.51.100.203,9300,admin,local/auth-service:latest,sql injection pattern | source.ip=192.0.2.120 | destination.ip=198.51.100.203 | destination.port=9300 | event.outcome=failure | user.name=admin | url.path=/search?q=test,,,,,,
"Mar 5, 2025 @ 16:00:11.671",network,connection_denied,192.168.1.149,29108,172.16.5.51,3306,m.rahman,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,connection denied | source.ip=192.168.1.149 | destination.ip=172.16.5.51 | destination.port=3306 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 6, 2025 @ 13:21:14.968",web,http_404,192.0.2.132,26678,203.0.113.142,5044,svc-vpn,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,http 404 | source.ip=192.0.2.132 | destination.ip=203.0.113.142 | destination.port=5044 | event.outcome=failure | user.name=svc-vpn | url.path=/app/discover,,,,,,
"Mar 5, 2025 @ 16:10:45.921",authentication,ssh_login,172.16.5.166,49913,192.0.2.65,5044,elastic,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,ssh login | source.ip=172.16.5.166 | destination.ip=192.0.2.65 | destination.port=5044 | event.outcome=failure | user.name=elastic,,,,,,
"Mar 6, 2025 @ 03:47:36.047",database,db_login,203.0.113.39,20613,172.16.5.51,22,admin,local/postgres:latest,db login | source.ip=203.0.113.39 | destination.ip=172.16.5.51 | destination.port=22 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 6, 2025 @ 12:56:15.171",database,db_error,203.0.113.230,38736,192.0.2.245,3389,guest,docker.elastic.co/kibana/kibana:8.12.0,db error | source.ip=203.0.113.230 | destination.ip=192.0.2.245 | destination.port=3389 | event.outcome=failure | user.name=guest,,,,,,
"Mar 5, 2025 @ 23:26:18.839",database,db_query,172.16.5.8,63028,203.0.113.69,3389,root,docker.elastic.co/kibana/kibana:8.12.0,db query | source.ip=172.16.5.8 | destination.ip=203.0.113.69 | destination.port=3389 | event.outcome=unknown | user.name=root,,,,,,
"Mar 6, 2025 @ 11:26:16.632",network,connection_accepted,198.51.100.170,26190,203.0.113.28,80,,local/auth-service:latest,connection accepted | source.ip=198.51.100.170 | destination.ip=203.0.113.28 | destination.port=80 | event.outcome=failure,,,,,,
"Mar 5, 2025 @ 17:46:04.138",authentication,user_login,203.0.113.135,46891,192.168.1.194,5601,,local/auth-service:latest,user login | source.ip=203.0.113.135 | destination.ip=192.168.1.194 | destination.port=5601 | event.outcome=success,,,,,,
"Mar 6, 2025 @ 06:41:22.872",database,db_login,203.0.113.176,16171,172.16.5.146,3306,j.smith,local/nginx:latest,db login | source.ip=203.0.113.176 | destination.ip=172.16.5.146 | destination.port=3306 | event.outcome=unknown | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 00:27:34.871",web,http_404,10.10.12.242,14364,10.10.12.236,5601,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,http 404 | source.ip=10.10.12.242 | destination.ip=10.10.12.236 | destination.port=5601 | event.outcome=unknown | url.path=/wp-login.php,,,,,,
"Mar 6, 2025 @ 06:24:13.940",web,http_404,10.10.12.150,57724,10.10.20.251,3389,m.rahman,local/auth-service:latest,http 404 | source.ip=10.10.12.150 | destination.ip=10.10.20.251 | destination.port=3389 | event.outcome=success | user.name=m.rahman | url.path=/wp-login.php,,,,,,
"Mar 6, 2025 @ 06:48:11.418",authentication,user_logout,192.0.2.6,12212,192.0.2.168,5601,svc-backup,docker.elastic.co/kibana/kibana:8.12.0,user logout | source.ip=192.0.2.6 | destination.ip=192.0.2.168 | destination.port=5601 | event.outcome=unknown | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 18:27:47.198",authentication,ssh_login,10.10.12.162,31412,172.16.5.159,3389,guest,docker.elastic.co/kibana/kibana:8.12.0,ssh login | source.ip=10.10.12.162 | destination.ip=172.16.5.159 | destination.port=3389 | event.outcome=failure | user.name=guest,,,,,,
"Mar 6, 2025 @ 10:08:54.911",authentication,failed_login,192.0.2.44,57107,198.51.100.85,9200,m.rahman,local/auth-service:latest,failed login | source.ip=192.0.2.44 | destination.ip=198.51.100.85 | destination.port=9200 | event.outcome=success | user.name=m.rahman,,,,,,
"Mar 6, 2025 @ 09:38:28.953",authentication,failed_login,203.0.113.185,51063,10.10.20.130,3306,kibana_system,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,failed login | source.ip=203.0.113.185 | destination.ip=10.10.20.130 | destination.port=3306 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 08:41:29.896",web,http_request,192.0.2.191,59839,192.0.2.72,5432,kibana_system,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,http request | source.ip=192.0.2.191 | destination.ip=192.0.2.72 | destination.port=5432 | event.outcome=success | user.name=kibana_system | url.path=/login,,,,,,
"Mar 6, 2025 @ 12:51:22.907",process,file_write,203.0.113.149,4534,192.0.2.65,3306,kibana_system,local/nginx:latest,file write | source.ip=203.0.113.149 | destination.ip=192.0.2.65 | destination.port=3306 | event.outcome=unknown | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 09:04:20.263",authentication,sudo_attempt,192.0.2.144,57385,10.10.20.191,3389,j.smith,local/logstash:latest,sudo attempt | source.ip=192.0.2.144 | destination.ip=10.10.20.191 | destination.port=3389 | event.outcome=failure | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 09:54:49.306",process,file_write,172.16.5.50,63044,172.16.5.23,53,root,local/postgres:latest,file write | source.ip=172.16.5.50 | destination.ip=172.16.5.23 | destination.port=53 | event.outcome=success | user.name=root,,,,,,
"Mar 5, 2025 @ 20:31:58.063",web,http_request,198.51.100.188,53520,203.0.113.128,22,guest,local/nginx:latest,http request | source.ip=198.51.100.188 | destination.ip=203.0.113.128 | destination.port=22 | event.outcome=failure | user.name=guest | url.path=/login,,,,,,
"Mar 6, 2025 @ 10:40:27.160",web,directory_traversal_pattern,203.0.113.216,16088,203.0.113.88,5601,vpn-user01,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,directory traversal pattern | source.ip=203.0.113.216 | destination.ip=203.0.113.88 | destination.port=5601 | event.outcome=unknown | user.name=vpn-user01 | url.path=/../../etc/passwd,,,,,,
"Mar 6, 2025 @ 05:48:28.980",web,http_500,203.0.113.152,25837,10.10.12.74,3306,kibana_system,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,http 500 | source.ip=203.0.113.152 | destination.ip=10.10.12.74 | destination.port=3306 | event.outcome=unknown | user.name=kibana_system | url.path=/search?q=test,,,,,,
"Mar 6, 2025 @ 13:18:18.545",authentication,user_login,172.16.5.254,10588,10.10.20.209,5601,admin,docker.elastic.co/kibana/kibana:8.12.0,user login | source.ip=172.16.5.254 | destination.ip=10.10.20.209 | destination.port=5601 | event.outcome=failure | user.name=admin,,,,,,
"Mar 6, 2025 @ 13:24:48.989",authentication,user_logout,203.0.113.7,46629,203.0.113.185,80,svc-backup,local/logstash:latest,user logout | source.ip=203.0.113.7 | destination.ip=203.0.113.185 | destination.port=80 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 19:54:50.551",network,connection_accepted,198.51.100.221,25842,192.168.1.25,22,admin,local/auth-service:latest,connection accepted | source.ip=198.51.100.221 | destination.ip=192.168.1.25 | destination.port=22 | event.outcome=failure | user.name=admin,,,,,,
"Mar 6, 2025 @ 01:24:38.093",web,sql_injection_pattern,192.168.1.42,38399,198.51.100.222,3389,root,docker.elastic.co/kibana/kibana:8.12.0,sql injection pattern | source.ip=192.168.1.42 | destination.ip=198.51.100.222 | destination.port=3389 | event.outcome=unknown | user.name=root | url.path=/app/discover,,,,,,
"Mar 5, 2025 @ 17:37:25.639",web,directory_traversal_pattern,203.0.113.28,22774,192.0.2.89,5601,svc-vpn,docker.elastic.co/kibana/kibana:8.12.0,directory traversal pattern | source.ip=203.0.113.28 | destination.ip=192.0.2.89 | destination.port=5601 | event.outcome=failure | user.name=svc-vpn | url.path=/login,,,,,,
"Mar 5, 2025 @ 18:31:03.318",authentication,user_login,198.51.100.190,34533,172.16.5.180,3306,m.rahman,local/postgres:latest,user login | source.ip=198.51.100.190 | destination.ip=172.16.5.180 | destination.port=3306 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 6, 2025 @ 08:42:50.605",process,process_ended,192.168.1.210,21192,198.51.100.222,9300,elastic,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,process ended | source.ip=192.168.1.210 | destination.ip=198.51.100.222 | destination.port=9300 | event.outcome=failure | user.name=elastic,,,,,,
"Mar 5, 2025 @ 18:03:32.888",authentication,sudo_attempt,192.0.2.139,57896,192.168.1.110,80,j.smith,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,sudo attempt | source.ip=192.0.2.139 | destination.ip=192.168.1.110 | destination.port=80 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 06:58:02.928",process,file_write,192.168.1.176,43028,198.51.100.161,5601,vpn-user01,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,file write | source.ip=192.168.1.176 | destination.ip=198.51.100.161 | destination.port=5601 | event.outcome=unknown | user.name=vpn-user01,,,,,,
